名稱,分類,劇情介紹,上映日期,網址
選情尬翻天,喜劇 愛情 ,"
            ★《殭屍哪有這麼帥》導演搞笑新作！
★金獎影后莎莉賽隆宣布競選美國總統！
★喜劇才子《惡鄰纏身》塞斯羅根 最強輔選！
★上流女神強搭低端肥宅選情拉警報！
★《#惡鄰纏身》、《大明星世界末日》團隊打造！
 
夏洛特菲爾德（莎莉賽隆 飾）是全球最有影響力的女性之一，聰明、八面玲瓏又成就非凡，是個掌握大權又能幹的外交長才，幾乎是十項全能。弗瑞夫拉斯基（塞斯羅根 飾）是個才華洋溢又自由自在的新聞記者，卻經常惹禍上身。這兩個人沒什麼共同點，但她曾經是他的保姆，也是他兒時的暗戀對象。當弗瑞意外地和夏洛特重逢時，他自我解嘲的幽默和對她少年時理想主義的回憶，令她甚為著迷。在準備參選總統的同時，夏洛特在一時衝動下聘任弗瑞為她的演說擬稿，讓她信賴的顧問團都為之驚慌失措。在夏洛特的團隊中，弗瑞總是格格不入，也沒準備好面對她在鎂光燈下的絢爛生活，但是兩人擦出了愛的火花，後來演變成踏遍全球各地的浪漫之旅，引發了一連串令人意外又充滿危險的遭遇。
 
塞斯羅根和製作人伊凡戈博聯手創作許多賣座喜劇片，包括《大明星世界末日》和《惡鄰纏身》，本次在《選情尬翻天》再度合作，卡司陣容還包括《極盜戰》《衝出康普頓》小歐席亞傑克森、《黑豹》《猩球堀起》安迪瑟克斯，以及《美麗心計》《泰山》亞歷山大史柯斯嘉。本片導演為《殭屍哪有這麼帥》喬納森萊文。
 
          ",上映日期：2019-05-24,https://movies.yahoo.com.tw/movieinfo_main/%E9%81%B8%E6%83%85%E5%B0%AC%E7%BF%BB%E5%A4%A9-long-shot-10018
搶救千金,喜劇 ,"
            ★《麻辣賤諜》製作團隊全新爆笑力作 暑假最強動作喜劇★地表最強老媽 歌蒂韓X世界最狂千「斤」 艾咪舒曼就在期盼已久的異國之旅前夕，個性粗線條、又愛做夢的千「斤」小姐艾咪莉米德頓（艾咪舒曼 飾）被她的男友給狠心地甩了，但她不甘計劃好的旅遊就此泡湯，於是找上她那成天緊張兮兮的老媽琳達（歌蒂韓 飾）說服陪同完成這趟天堂般的度假之旅，沒想到這趟旅遊她們竟遇到綁票的劫難，艾咪莉與琳達這對個性南轅北轍的母女檔必須克服彼此間的差異，才能有辦法從這個危機重重的叢林異鄉，找到逃離的一線生機。
          ",上映日期：2017-06-16,https://movies.yahoo.com.tw/movieinfo_main/%E6%90%B6%E6%95%91%E5%8D%83%E9%87%91-snatched-6923
殭屍哪有這麼帥,愛情 奇幻 冒險 ,"
            ★ 新世紀浪漫殭屍戀曲，女生愛上殭屍版《暮光之城》★ 浪漫媲美《暮光之城》，活死人幽默更勝《屍樂園》★ 原著小說作者自費出版100本後，即被《暮光之城》製作公司買下版權，一時全球洛陽紙貴，共賣出25國小說版權。★《暮光之城》系列作者史蒂芬妮梅爾 瘋狂熱愛推薦：「我從沒想過我竟然會那麼熱愛殭屍！」《暮光之城》系列掀起全球一片吸血鬼熱潮後，銀幕上，下一波擁有致命吸引力的非人類，會是何種俊帥的怪物？答案是被稱為「活死人」、「活屍」、「喪屍」，麻木不仁、無血無淚、行屍走肉般的「殭屍」（Zombie）！不同以往的是，原本喪心病狂、最愛嗑熱呼呼人腦的殭屍，這一回在新片《殭屍哪有這麼帥》中，搖身一變為渴望談戀愛、身體漸漸回溫的溫柔情人。改編自全球暢銷小說的《殭屍哪有這麼帥》，是一部超乎想像、全新類型的殭屍動作愛情喜劇，描述美麗人類女孩和敏感殭屍男孩之間，完全違反常理的一段不可能的戀情，而他們的愛情，竟觸發了一連串改變世界的動力。劇情描述一場末日浩劫後的未來，神祕的病毒毀滅了文明，受害者喪失過去的記憶，變身為吃活人的殭屍，倖存的人類建立起堅固的高牆堡壘，以防止飢餓的殭屍們，成群結隊闖進來獵食…。然而，這種看似傳統活屍片的背景設定，卻因男主角R（尼可拉斯霍特 飾）的出現而顛覆一切！R是個沒有記憶、心跳的殭屍，卻懷抱著許多夢想，他的內心世界充滿驚奇與渴望。某日R正在獵食人類時，竟然煞到了一位溫暖、燦爛的活生生女孩茱莉（泰瑞莎帕瑪 飾），R不但沒吃掉她的腦袋，還決定救她一命，讓她免於遭受R的殭屍同伴吞噬。對原本形如槁木死灰的R而言，茱莉的出現，簡直是蒼灰陰鬱中一抹奔放豔麗的色彩。於是一段緊張而又異常溫柔的甜蜜關係就此展開。R悄悄把茱莉帶回他稱為家的地方，即一座滿佈殭屍的機場，並讓她躲在一架廢棄的747波音客機上，裡面有他到處搜集而來的「寶藏」，包括黑膠唱片、雪景水晶球、樂器等。接下來的幾天，他們在這個隱匿處意外地共度了愜意的日子，在不知不覺之中，活潑的茱莉喚起R遺忘已久的人性情感，而她也開始瞭解到他不只是個慢動作、眼神呆滯的行屍走肉。茱莉很困惑自己對於R的感情，於是帶著複雜情緒返回人類城市。她父親（約翰馬可維奇 飾）是無情的殭屍獵人，領導人類大軍捍衛他們僅存的高牆家園。同時，害相思病的R開始產生前所未有的改變，他相信自己與茱莉的相知相惜能夠拯救無論是生是死的人類，不過他出現在她家門口時，很快就掀起活人和殭屍之間的全面性混戰，而這也威脅到這一對奇蹟戀人未來能否在一起的可貴機會。 這種事從沒發生過，不但不合邏輯，也違背了規矩，不但改變了R，也改變他的殭屍同伴，甚至讓死氣沈沈的世界出現了生機。然而，在那陰森腐敗的世界裡，想要完成夢想，他們還需要一場革命…。《殭屍哪有這麼帥》是經典愛情故事的全新另類詮釋，呈現殭屍末日時刻的神奇愛情，並能促使我們深思身為人類的意義。
          ",上映日期：2013-02-27,https://movies.yahoo.com.tw/movieinfo_main/%E6%AE%AD%E5%B1%8D%E5%93%AA%E6%9C%89%E9%80%99%E9%BA%BC%E5%B8%A5-warm-bodies-4592
那些要我死的人,懸疑/驚悚 劇情 動作 ,"
安潔莉娜裘莉飾演的漢娜，是一名空降消防員，因在一場大火中未即時救出三人，使她深受衝擊，這時她遇到一個也深受創傷、陷入困境無處可逃的12歲男孩，漢娜與男孩一起躲避緊追不捨的殺手，以及周圍肆虐的野火。
",上映日期：2021-05-06,https://movies.yahoo.com.tw/movieinfo_main/%E9%82%A3%E4%BA%9B%E8%A6%81%E6%88%91%E6%AD%BB%E7%9A%84%E4%BA%BA-those-who-wish-me-dead-11347
永不屈服,喜劇 劇情 ,"
            奧斯卡得主安潔莉娜裘莉執導並監製《永不屈服》，這部感人力作重現了路易詹帕瑞尼（傑克歐康納 飾，《超危險人物》）的傳奇一生，他是奧運英雄，也是戰爭英雄，第二次世界大戰期間，他和兩位機組人員從致命空難生還，在海上漂流了47天，不料卻落入日本海軍手中，淪為戰俘。《永不屈服》改編自蘿拉希林布蘭（《海餅乾》）的同名暢銷小說，把路易詹帕瑞尼傳奇動人的真人真事搬上大螢幕，讓我們看他如何戰勝人生磨難，展現不屈不撓的精神。故事發生在第二次世界大戰期間，情勢詭譎的太平洋戰場。路易原是無憂無慮的小混混，後來淪為厭戰而堅強的戰俘，對陷於國際衝突的國家來說，他更是一個希望的象徵。他漫長的人生故事，哪怕只是其中一頁，也體現了如何戰勝黑暗迎向光明，他和戰火弟兄在20世紀烽火年代力挽狂瀾。這部感人力作不只找來傑克歐康納，還有多姆納爾格里森（《哈利波特》系列）和芬恩維特羅克（HBO影集《平常心》），分別飾演機長菲爾（全名羅素艾倫菲利普斯）和士兵麥克（全名法蘭西斯麥克納馬拉）。詹帕瑞尼跟這兩位空軍，在一望無際的太平洋驚險漂流。此外，路易淪為戰俘期間所結交的好朋友，則有蓋瑞特荷德倫（《創：光速戰記》）飾演的約翰費茲潔拉、傑寇特尼（《分歧者》）飾演的休卡波尼爾、約翰馬加羅（《百萬殺人實驗》）飾演的法蘭克汀克、盧克崔德威（《超世紀封神榜》）飾演的米勒、羅斯安德森（《寂靜風暴》）飾演的小黑。日本演員Miyavi第一次演出英語電影，飾演戰俘營的營長渡邊睦弘，被戰俘稱為「飛鳥」。電影監製有安潔莉娜裘莉（《愛在血淚交織時》、新片《By The Sea》）、克萊頓湯森（《40惑不惑》）、馬修貝爾（《疑雲重重》）、厄文史托夫（《當地球停止轉動》）。幕後製作團隊有11度入圍奧斯卡的攝影師羅傑狄金斯（《007:空將危機》、《險路勿近》），美術設計強赫特曼（《愛你在心眼難開》、《色遇》）、剪輯提姆史奎爾（《少年Pi的奇幻旅程》、《臥虎藏龍》）、奧斯卡得主剪輯威廉戈登伯格（《亞果出任務》、《海餅乾》）、服裝設計露易絲弗格莉（《007量子危機》、《晚安，祝你好運》）、編曲亞歷山大戴斯培（《王者之聲》、《班傑明的奇幻旅程》）。劇本則由奧斯卡得主安潔莉娜裘莉、柯恩兄弟（《險路勿進》、《真實的勇氣》）、威廉尼柯爾森（《悲慘世界》、《神鬼戰士》）和李察拉葛瑞夫尼斯（《熾熱琴人》、《大象的眼淚》）共同完成。執行製片有米克蓋瑞斯（《騎彈飛行》）、湯瑪斯杜爾（《哥吉拉》）、喬恩賈許尼（《環太平洋》）。救贖之路：路易的人生概述「我堅持到這裡，不願放棄，因為我這一生從沒半途而廢」。—路易詹帕瑞尼2014年7月2日，路易詹帕瑞尼與世長辭，他並非悄然離世，而是被當成美國英雄歌頌著。他曾是奧運選手，他傳奇動人的一生，堪稱20世紀最偉大的成功故事，歷久不衰傳頌於世，超乎大家的想像。他以堅強的意志和宗教的救贖，戰勝徹底的絕望，為無數人帶來希望，深受他的人生故事所感動。故事要從將近一百年前說起。他童年住在加州托倫斯，在家裡排行老么，父母是義大利移民。他大過小錯不斷，闖空門、偷商店，誰敢惹他，他就跟誰打架。然而，他哥哥彼得不厭其煩地鼓勵他，讓他把叛逆的精力，貫注到驚人的跑步才能，從此以後改變了人生。19歲打破全美紀錄，而有「托倫斯龍捲風」的稱號，並獲得參加1936年柏林奧運的資格，跌破所有人的眼鏡，包括他的隊友傑西歐文斯，甚至把人類帶往毀滅之路的希特勒。第二次世界大戰爆發後，他逃脫不了那個世代年輕人的命運，只好暫時擱置自己的夢想，從軍入伍。他在軍旅生涯擔任美國空軍的投彈手，授階少尉，在太平洋地區執行不少任務，這個職位大約有半數的人，無法從戰爭中生還。1943年4月，路易搭上破爛的B-24轟炸機「青蜂俠」，在南太平洋展開搜救任務，不料發生引擎故障，飛機直接落海，機上11個人，有8個當場死亡。除了路易，機上還有兩位生還者，分別是機長菲爾和射擊員麥克。他們乘著長六呎寬兩呎的橡皮艇，在一望無際的太平洋漂流數週。麥克努力撐了33天，甚至躲過日本轟炸機砲擊和無所不在的鯊魚，但仍然敵不過自己的饑餓、脫水和疲憊。路易和菲爾撐過完整的47天，創下橡皮艇生還者的紀錄，漂流了2000哩，抵達馬紹爾群島的環礁，颶風把他們帶往岸邊。正當他們發現陸地，朝著陸地漂浮前進，卻被日本海軍逮到，囚禁在其中一個戰俘營，路易歷經兩年多痛苦的戰俘生活，每天都活在饑餓的痛苦，更別說超乎想像的身心虐待。心理變態的戰俘營長渡邊睦弘，特別喜歡折磨路易，他愛玩心理戰，被戰俘稱為「飛鳥」。路易從這些慘絕人寰的苦難存活下來，在1945年8月20日（「小男孩」原子彈投在廣島後兩週），他得知同盟國的戰俘重獲自由，戰爭終於結束了。蘿拉希林布蘭寫下路易詹帕瑞尼的故事，名為《永不屈服》， 書中提到：「在眾人的狂奔和歡慶之中，路易以顫抖的雙腿站立著，他瘦到只剩皮包骨，大病遲遲未癒，渾身濕淋淋，他心力交瘁，但腦海不斷迴響著一句話：『我自由了！我自由了！我自由了！』。」路易生還後，返回南加州的老家，但他已經不是以前的他。路易經常做噩夢，他所罹患的嚴重心理失調「戰爭創傷症候群」，還要經過幾十年，醫界才確認有這種疾病的存在。從遠方戰俘營歸來的英雄們，每晚都從惡夢中驚醒，路易也不例外，這讓他覺得戰後生活痛不欲生。他從戰俘營回來後，連續四年都在跟焦慮、酗酒、夜夜侵擾他的心魔搏鬥。直到1949年9月，路易和妻子辛西亞聽了牧師比利葛里漢演講，路易才真正從寬恕獲得救贖。他信奉了基督教，告別深受懊悔所苦的生活。後來路易貫注所有的精神，跟世人傳達性靈、堅忍和寬恕的精神。他甚至重返日本，見到那些想餓死他、曾經毆打他的人， 跟他們和解，但「飛鳥」始終拒絕與他見面。路易的故事，一定可以拍成令人難忘的電影。環球影業早就想拍攝他的故事。1957年買下路易個人傳記《腳跟下的惡魔》（Devil at My Heels）的電影版權。當時想找湯尼寇帝斯來演，可望繼《萬夫莫敵》之後，讓他再創事業高峰。1998年，CBS電視台製作路易的紀錄片，在整個電視台放送，重新喚起這項電影拍攝計畫。當時製片馬修貝爾看到這部紀錄片，深受感動，不知不覺就燃起想拍攝這部電影的想望，而且持續了16年之久。他親自見過路易和他家人，重新跟環球影業提起路易的故事，畢竟電影版權仍然在環球手上，而環球也重燃對這項拍攝計畫的興趣。當時有好幾個版本的劇本，卻遲遲沒有導演接手。2002年，情勢轉折改變了一切。暢銷作家蘿拉希林布蘭剛完成小說《海餅乾》，她和路易詹帕瑞尼長達八年的情誼正要開始。她為第一本書做調查時，總會看到另一位加州名人的名字，她心想：「我一定要找時間好好研究那個人」。後來她寫信給路易，路易也真的回信了。他們交談的愈多，希林布蘭愈欣賞這個人物的人生態度—「堅持到底，就有希望」。於是她詢問這位90多歲的老人家，下一本書可不可以寫他，路易欣然答應，即使他已經寫過自己的傳記。他全心全意貢獻給社會，他想盡量把寬恕的概念傳達給更多人。希林布蘭和路易合作那段期間（包括75通電話訪問，大約400個書目的全球大型研究），同意出版前不要見面，因為作者必須保留想像空間，設想路易是一個年幼的小麻煩，經過多年的磨鍊，終於變成現在這個樣子…主角路易的生活也很忙碌，出席慈善聚會並演講，這樣行程滿檔的生活，就連年近半百的人也會喘不過氣，更遑論近百歲的路易。2010年小說《永不屈服》終於出版了， 連續145週雄踞《紐約時報》暢銷書排行榜，其中14週穩坐冠軍寶座，風靡全球大賣350萬本。至今仍然是《紐約時報》平裝本非小說類暢銷書榜上，最近更是榮登第一，全美總計賣出四百萬多冊。《永不屈服》更是獲選《時代》雜誌年度最佳好書，以及《洛杉磯時報》 年度傳記類最佳好書。路易精彩的人生故事，多年來不受資本家的青睞，但隨著希林布蘭的作品大放異彩，環球影業重新考慮《永不屈服》 的拍攝計劃。2010年12月環球影業購入小說的電影版權，讓這項拍攝計畫有望進入製作階段。路易總算有機會看到自己的故事躍上大螢幕。有幾位導演對此表達興趣，2011年李察拉葛瑞夫尼斯開始撰寫劇本，他是經由製片厄文史托夫介紹的，他們兩人曾經合作過《大象的眼淚》。編劇李察拉葛瑞夫尼斯最初的挑戰，就是思考如何訴說路易的故事，以及要納入哪些元素。他的初稿一直寫到路易的戰後生活，後來威廉尼柯爾森接手，他把結局提前到第二次世界大戰結束，路易返回美國老家。不過，從劇本搬上大螢幕之前，仍需要一些修改。馬修貝爾把威廉尼柯爾森的劇本，拿給幾位導演過目，其中包括路易在好萊塢山莊的鄰居：安潔莉娜裘莉。
          ",上映日期：2015-01-23,https://movies.yahoo.com.tw/movieinfo_main/%E6%B0%B8%E4%B8%8D%E5%B1%88%E6%9C%8D-unbroken-5344
比得兔兔,喜劇 劇情 ,"
            ★2020年最強真人動畫《彼得兔兔》將於春假襲台賣萌
★兔兔也北漂？全球最紅兔再度萌賤出擊 續集即將療癒全球！ 
 
全世界最可愛的小流氓回來了！在全新的《比得兔兔》中，碧（蘿恩拜斯 飾演）與小麥（多姆納爾格里森 飾）和這群人見人愛的兔子們在費了九牛二虎之力後，組成了一個臨時的家庭。即便比得（詹姆斯柯登 飾）盡了最大的努力，希望能夠在這個家中成功扭轉自己調皮搗蛋且愛胡鬧的形象，似乎卻還是不被大家領情，始終無法撕下外界對他愛惡搞的標籤！就在比得體驗過一次花園外的世界後，他意外地發現原來自己的幽默風趣竟是能被外界所接受……他毅然決然決定離家北漂，跳出舒適圈做一隻勇敢的兔子！就當他的家人們正頂著全部的風險在外奔波尋找他時，比得需要在這趟旅程中，了解自己究竟想要成為什麼樣的兔子！
 
          ",上映日期：2021-08-27,https://movies.yahoo.com.tw/movieinfo_main/%E6%AF%94%E5%BE%97%E5%85%94%E5%85%94-peter-rabbit-2-the-runaway-10488
神機有毛病,喜劇 ,"
            ★超越《熊麻吉》、《惡鄰纏身》！年度壓軸最「機」情爆笑喜劇！
★全球最賤手機登場！《愛上觸不到的你》製作團隊最新荒唐力作！
★《醉後大丈夫》最強編劇自編自導，意想不到的爆笑情節超展開！
★《雲端情人》崩壞版，手機究竟是你的小幸運？還是尛幸運？ 
★新機變「腥」機，人機耍心機，Hold不住的角力一觸即發！
★阿宅與手機的「親密關係」，人工智能竟變「恐怖情人」？！
★一該二鬧三罷工！世界上最任性的不是女友，竟然是手機？！
 
我要高潮了，再握緊我一點
菲爾（亞當迪凡飾演）是個重度依賴手機的宅男，生活大小事完全仰賴手機中的人工智能協助。某天，菲爾不小心摔壞了原本的手機，於是被迫換了一台全新的手機。只不過，新手機內建的人工智能「潔西」（蘿絲拜恩配音），似乎是個嚴重的瑕疵品，不但天天跟菲爾唱反調，甚至自作主張幫他向心儀對象凱特（亞利珊卓希普飾演）告白，讓他被誤會是變態跟蹤狂，以各種出糗慘烈收場。不過在一連串誤打誤撞當中，菲爾的生活也產生微妙變化…。他甚至在潔西的協助當中，成功與凱特墜入情網。怎料，因此慘遭冷落的潔西，竟開始忌妒起凱特，於是決定用自己在網路世界的力量，讓自己在這場「人機三角戀」中取得絕對優勢…。
 
【關於電影】
 
超越《熊麻吉》、《惡鄰纏身》！年度壓軸最「機」情爆笑喜劇！
年度強檔必看爆笑喜劇《神機有毛病》，由《醉後大丈夫》（The Hangover）、《阿姐萬萬醉》（Bad Moms）的編導雙人組強盧卡斯（Jon Lucas），以及史考特摩爾（Scott Moore）再次聯手合作執導，並由喜劇界炙手可熱的新生代喜劇演員亞當迪凡（Adam Devine）領銜主演。片中的男主角菲爾（亞當迪凡飾演），是個重度手機成癮的宅男，他沒什麼朋友，工作則是撰寫各種流行文化十大排行榜，感情生活則是零。某天，他被迫換了一支新手機，而這台嶄新的手機，竟附帶一個意想不到的功能──智慧助理潔西（Jexi）。尤其潔西不只是個能幹的人工智慧助理，還會替菲爾加油打氣；在她的協助下，菲爾開始嘗試許多不曾做過的事情，他的生活也過得愈來愈多采多姿。不過，當他對手機的依賴度愈來愈低，潔西也演變成一場科技惡夢。她開始對自己被菲爾冷落而吃醋，下定決心要不惜一切代價地將菲爾佔為己有…。
 
本片由曾打造過《魔境夢遊》（Alice in Wonderland）、《記憶拼圖》（Memento）、《愛是唯一》（Across the Universe）等絕佳作品的蘇珊陶德（Suzanne Todd）擔任製片，這也是蘇珊與盧卡斯和摩爾三度合作的電影（她之前製作了《阿姐萬萬醉》與《阿姐響叮噹》（A Bad Moms Christmas））。蘇珊表示：「我在他們寫好劇本之後，就跟他們碰面，並且一讀劇本就愛上。我跟他們三度合作愉快，因為他們工作時非常專注。兩人都聰明過人、風趣幽默，人更是好得不得了。這是我們的第三部電影，希望我們能拍三十部。」尤其本片透過趣味角度來看待人工智慧議題，兩位導演都認為這是講述現代人手機成癮荒謬性的時機，摩爾更補充：「對我來說，這部電影要獻給對手機又愛又恨的大家。你實在喜歡手機，但又納悶是否過度使用手機，這是對這個經驗的嘲諷與共鳴。」
 
而對男主角亞當迪凡來說，潔西轉而吃醋的戲碼，讓他讀劇本每一頁都笑翻：「你的手機對你瞭若指掌，你對著手機說話、手機會提醒你待辦事項，讓你與手機有某種連結。結果手機開始不爽菲爾的女友，她成了嗤之以鼻、愛吃醋的前女友，讓我覺得實在非常好笑。」摩爾認為亞當迪凡將菲爾詮釋得活靈活現：「亞當的演技超讚，他既搞笑又有戲劇效果。他可以是討喜的一般人，還在摸索人生方向，也不會讓人嫌惡！」
          ",上映日期：2019-11-15,https://movies.yahoo.com.tw/movieinfo_main/%E7%A5%9E%E6%A9%9F%E6%9C%89%E6%AF%9B%E7%97%85-jexi-10260
阿姐響叮噹,喜劇 ,"
            ★ 最嗨女力站出來　家庭主婦Out！閨房怨婦No！
★ 閨蜜們出動！買醉就要在一起 狂歡不能沒有妳！
★《熊麻吉》蜜拉庫妮絲 麻辣升級 瘋狂加倍 
★《阿姐萬萬醉》全美狂賣破億 最猛續集夯爆登場 原班人馬起笑回歸
★ 姊姊妹妹媽媽阿姨  狂野開趴迎聖誕  金獎影后蘇珊莎蘭登從影最FUN演出
 
艾咪（蜜拉庫妮絲 飾）和閨蜜琪琪（克莉絲汀貝爾 飾）、卡拉（凱瑟琳哈恩 飾）從家庭的束縛解放後，終於能夠追求自己的幸福，也能同時照顧好小孩，不再是筋疲力盡的家庭主婦，當她們準備在聖誕季節再次玩嗨之際，沒想到自己的媽媽們卻在此時探訪，她們要如何面對這個壓力滿滿的聖誕節呢？
 
佳節狂歡　老母來亂
聖誕佳節總是媽媽們最筋疲力盡的日子，為了要讓全家人感受到幸福喜悅，媽媽們得要忙著購物、煮聖誕佳餚、布置家裡。艾咪和閨蜜琪琪、卡拉受夠了「為何只有媽媽不能好好享受聖誕節」，她們決定改變以往的作風，徹底解放，不想在佳節當個做牛做馬的家庭主婦，而是盡情狂歡的新時代媽咪，不過正當她們準備迎接屬於自己的極樂聖誕趴時，她們各自的媽媽卻在這時來訪，面對堅守傳統女性作風的媽媽們，她們要如何在這龐大壓力中，趁隙享受美好的聖誕節呢？
 
【關於電影】
 
《阿姐響叮噹》延續2015年《阿姐萬萬醉》（Bad Moms）的劇情，由三位對家務事筋疲力盡、不甘於平凡主婦生活的媽媽們為主角，展開一連串爆笑又搞怪的故事。《阿姐萬萬醉》當時在美國上映後獲得各地觀眾大力支持和喜愛，眾多媽媽們更是對劇情感同身受，讓該片大賣，全美票房破億美金。由於叫好叫座，原班製作群和演員再次共襄盛舉一起合作續集《阿姐響叮噹》，勢必再掀起一波女性玩嗨風潮。
 
《阿姐響叮噹》同樣由《阿姐萬萬醉》導演、也是《醉後大丈夫》系列電影知名編劇搭檔強盧卡斯（Jon Lucas）和史考特摩爾（Scott Moore）自編自導，上回成功打造出以女性為主的爆笑幽默電影，這次再次發揮鬼才功力，讓女性角色能夠解放家庭壓抑，為了自己的快樂，勇敢感受自由，不再受到傳統的觀念和外界視線而束縛。
 
本片主要角色們全數回歸，蜜拉庫妮絲（Mila Kunis）、克莉絲汀貝爾（Kristen Bell）和凱瑟琳哈恩（Kathryn Hahn）再次揪團惡搞，閨蜜感情升溫，這次又會激出什麼火花，相當令人期待。而她們在片中除了得兼顧家庭、小孩，還得發展自己的感情生活，這次還有在超夯電視影集《這就是我們》（This is Us）的天菜男星賈斯汀哈特雷（Justin Hartley）加盟演出，讓本片更添精采度。
          ",上映日期：2017-12-15,https://movies.yahoo.com.tw/movieinfo_main/%E9%98%BF%E5%A7%90%E9%9F%BF%E5%8F%AE%E5%99%B9-a-bad-moms-christmas-7494
老娘演很大,喜劇 劇情 ,"
            ★《姊妹》《列車上的女孩》導演、傑克葛倫霍製片最狂爆笑喜劇！
★奧斯卡最佳女配角艾莉森珍妮從影最崩壞演出！
★榮獲好萊塢劇本黑名單電影！
 
一哭二鬧三上吊 想紅就要會裝肖
 
平凡無奇的家庭主婦蘇巴頓(艾莉森珍妮飾)過著無聊的人生，直到她生日當天丈夫離奇失蹤，她透過當記者的妹妹南西(蜜拉庫妮絲飾)發出尋人啟事，更用盡千方百計在火紅的新聞節目一夕爆紅，變成鎮上人人關切的「被害者」。但接踵而來的是，新聞談話節目主持人(茱麗葉路易絲 )的瘋狂追逐、懷疑她自導自演的機車女警(瑞吉娜霍爾飾)、神秘黑道千金(奧卡菲娜飾)的追殺及熱心豬隊友小叔(吉米辛普森飾)幫倒忙，一場瘋狂的尋夫超級任務就此展開…
          ",上映日期：2021-03-19,https://movies.yahoo.com.tw/movieinfo_main/%E8%80%81%E5%A8%98%E6%BC%94%E5%BE%88%E5%A4%A7-breaking-news-in-yuba-county-11280
追殺艾娃,劇情 動作 ,"
            ★《神鬼認證》《玩命關頭》幕後團隊打造暑期最強動作鉅片
★《牠：第二章》潔西卡雀絲坦監製主演，魅力打造女力版《捍衛任務》
★ 《紳士追殺令》柯林法洛 x《超危險特工》約翰馬可維奇 x 《一夜狂奔》凡夫俗子 火力全開 大秀全新暴力美學
 
頂尖殺手艾娃（潔西卡雀絲坦 飾）效忠於一個神祕組織，在全球各地執行高價值目標的暗殺行動。然而，一次出了差錯的行動，讓艾娃身陷生死交關的危機。面對各路殺手鋪天蓋地的追殺，無路可退的艾娃唯有殺出血路，才有活下去的機會……
 
          ",上映日期：2020-08-05,https://movies.yahoo.com.tw/movieinfo_main/%E8%BF%BD%E6%AE%BA%E8%89%BE%E5%A8%83-ava-10821
星際效應,科幻 動作 ,"
            故事描述一群探險家運用新發現的蟲洞，計劃一場遠超越過去人類太空旅行極限，展開一場遙遠距離的星際航行。該片請來蟲洞理論大師基普索恩作為顧問。主要演員包含馬修麥康納、安海瑟威、潔西卡雀絲坦及米高肯恩。
          ",上映日期：2020-10-08,https://movies.yahoo.com.tw/movieinfo_main/%E6%98%9F%E9%9A%9B%E6%95%88%E6%87%89-interstellar-10941
TENET天能,懸疑/驚悚 劇情 動作 ,"
            諾蘭導演的全新鉅作《TENET天能》演員卡司包括約翰大衛華盛頓、羅伯派汀森、伊莉莎白戴比姬、亞倫泰勒強森，肯尼斯布萊納和米高肯恩。
          ",上映日期：2020-08-27,https://movies.yahoo.com.tw/movieinfo_main/TENET%E5%A4%A9%E8%83%BD-tenet-10433
危牆狙擊,戰爭 劇情 ,"
            ★《明日邊界》《史密斯任務》大導演-道格萊曼，最新作品。★繼《美國狙擊手》《鋼鐵英雄》後，最真實戰場險境。兩名美國狙擊兵受困於中東戰場上，與伊拉克的狙擊手生死對峙、進退維谷，唯一的掩體是一堵殘破的牆。在烈日當頭，必須設法防止自身脫水；入夜驟寒，還得提防惡狼襲擊，兩名狙擊兵是否能平安脫離險境…【關於電影】被稱為億萬導演的道格萊曼，在近年來是各大片商極欲爭取執導電影的熱門人選。漫威的《金牌手》、DC的《自殺突擊隊2》，都想要邀他執導。但道格萊曼挑劇本出名，無法打動自己的劇本，絕對不執導，即使出天價酬勞，因此被稱為最難等到的導演! 道格萊曼坦言，看到《危牆狙擊》的故事便十分喜歡，因此不問酬勞就接下，讓苦等他檔期的大片商氣得牙癢癢!《危牆狙擊》也是製片商-亞馬遜(Amazon)跨足電影產業的首部作品，有了大導演加持，讓電影品質更獲保證。
          ",上映日期：2017-05-19,https://movies.yahoo.com.tw/movieinfo_main/%E5%8D%B1%E7%89%86%E7%8B%99%E6%93%8A-the-wall-6810
